ms_subclass,lot_frontage,lot_area,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,roof_style,mas_vnr_area,exter_qual,foundation,central_air,bedroom_abvgr,kitchen,kitchen_qual,garage_cars,garage_cond,paved_drive,yr_sold,saleprice,total_bath,total_sf,porch_sf,has_porch,has_2fl,has_fireplace,has_extrms
90,69.0,11855,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Duplex,2Story,Hip,23.0,TA,PConc,Y,6,2,TA,4.0,TA,Y,2009,269500,7.0,3955.0,312,1,1,1,0
60,69.0,12394,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,225000,2.5,2580.0,148,1,1,0,1
50,50.0,7000,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,3,1,Gd,2.0,TA,Y,2007,141000,1.0,1935.0,30,1,1,0,1
20,87.0,10367,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,284.0,Ex,PConc,Y,3,1,Ex,3.0,TA,Y,2009,335000,3.0,3482.0,213,1,0,0,1
20,38.0,15240,IR1,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,Gable,0.0,Gd,CBlock,Y,3,1,TA,1.0,TA,Y,2010,150000,2.5,2052.0,401,1,0,0,0
20,68.0,50271,IR1,Low,Inside,Gtl,Veenker,Norm,1Fam,1Story,Gable,0.0,Gd,CBlock,Y,0,1,Gd,3.0,TA,Y,2006,385000,2.5,3684.0,929,1,0,0,1
60,85.0,13600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,Gable,176.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2009,205000,2.5,2754.0,231,1,1,1,1
20,64.0,6762,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,24.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2010,206000,3.0,2395.0,166,1,0,0,1
20,63.0,8500,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,Gable,106.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,179600,2.0,2844.0,252,1,0,0,1
20,67.0,8877,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2006,102000,1.0,2056.0,0,0,0,0,1
20,69.0,15611,IR1,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,1Story,Gable,0.0,TA,PConc,Y,3,1,Ex,2.0,TA,Y,2008,175000,2.5,2252.0,180,1,0,0,1
20,70.0,13300,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2006,159000,2.0,2399.0,398,1,0,0,1
20,65.0,6500,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Hip,84.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2008,135000,2.0,2254.0,138,1,0,0,1
50,75.0,9525,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,4,1,TA,1.0,TA,Y,2006,136900,2.0,2849.0,182,1,1,0,1
20,65.0,6993,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2006,135000,1.0,2148.0,0,0,0,0,1
60,82.0,9430,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,673.0,Gd,PConc,Y,3,1,Gd,3.0,TA,Y,2009,337000,3.5,3617.0,308,1,1,0,1
60,69.0,11029,IR1,Lvl,Corner,Gtl,NWAmes,PosA,1Fam,2Story,Gable,220.0,TA,CBlock,Y,4,1,Gd,2.0,TA,Y,2006,250000,3.5,3708.0,287,1,1,0,1
60,69.0,14311,IR1,Lvl,FR3,Gtl,NWAmes,Norm,1Fam,2Story,Gable,402.0,Gd,PConc,Y,4,1,Gd,3.0,TA,Y,2008,306000,3.5,3576.0,590,1,1,0,1
90,60.0,10800,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,0.0,TA,Y,2009,179000,6.0,2400.0,120,1,0,0,0
160,34.0,3604,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,0.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2008,146000,2.0,2081.0,102,1,1,0,1
50,60.0,10320,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,N,2007,161000,1.5,3318.0,170,1,1,0,1
20,69.0,10603,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,28.0,TA,PConc,Y,3,1,Gd,2.0,TA,Y,2010,205000,3.0,3220.0,236,1,0,1,1
120,42.0,4084,IR1,Lvl,Inside,Gtl,Timber,Norm,TwnhsE,1Story,Gable,340.0,Gd,CBlock,Y,2,1,Gd,2.0,TA,Y,2008,241500,3.0,2778.0,240,1,0,0,1
20,61.0,7943,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,Gable,192.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2007,118500,2.0,2058.0,103,1,0,0,0
80,92.0,6930,IR1,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,SLvl,Hip,120.0,TA,CBlock,Y,3,1,Gd,1.0,TA,Y,2006,130000,1.5,2414.0,462,1,0,0,1
30,60.0,7200,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,279.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2007,130000,1.0,1880.0,0,0,0,1,1
60,82.0,16052,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,Hip,734.0,Ex,PConc,Y,4,1,Ex,3.0,TA,Y,2006,535000,3.5,4548.0,250,1,1,0,1
20,65.0,7150,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,Gable,60.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2009,123000,1.5,1824.0,0,0,0,0,1
90,65.0,6012,Reg,Lvl,Corner,Gtl,Edwards,Norm,Duplex,1Story,Gable,0.0,TA,PConc,N,2,2,TA,0.0,TA,N,2008,82000,2.0,1152.0,0,0,0,0,1
75,53.0,5350,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,2Story,Gable,0.0,TA,BrkTil,Y,3,1,TA,1.0,TA,Y,2008,132000,1.0,2074.0,192,1,1,0,1
30,60.0,5400,Reg,Lvl,Corner,Sev,OldTown,Norm,1Fam,1Story,Gable,0.0,TA,BrkTil,Y,2,1,TA,1.0,TA,Y,2006,108480,1.0,2146.0,112,1,0,0,0
20,69.0,9535,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,450.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,165000,2.5,2634.0,284,1,0,0,1
20,65.0,7441,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,170.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2007,181000,2.0,2947.0,32,1,0,0,1
80,88.0,15400,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,Hip,0.0,TA,CBlock,Y,4,1,TA,1.0,TA,Y,2009,165000,2.0,2326.0,330,1,1,0,1
50,68.0,10544,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,5,1,TA,1.0,TA,Y,2010,161000,2.0,2343.0,567,1,1,0,1
20,85.0,10936,Reg,Lvl,Corner,Gtl,Somerst,Feedr,1Fam,1Story,Gable,60.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2006,199000,2.0,3008.0,144,1,0,0,1
60,80.0,11316,Reg,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,Gable,44.0,Gd,PConc,Y,4,1,Gd,2.0,TA,Y,2010,214900,3.5,2711.0,40,1,1,0,1
20,72.0,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,0.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2006,198600,2.0,2556.0,60,1,0,0,1
60,93.0,12090,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,Hip,650.0,Gd,PConc,Y,4,1,Gd,2.0,TA,Y,2006,258000,2.5,3404.0,267,1,1,0,1
90,69.0,7939,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,2Story,Hip,23.0,TA,PConc,Y,6,2,TA,4.0,TA,Y,2009,269500,7.0,3955.0,312,1,1,1,0
60,69.0,7750,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2008,176000,2.5,2121.0,135,1,1,0,1
80,85.0,9350,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Hip,108.0,TA,CBlock,Y,3,1,Gd,1.0,TA,Y,2007,158000,2.5,2604.0,333,1,0,0,1
80,69.0,7750,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Hip,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2009,184100,3.5,1827.0,120,1,1,0,1
20,128.0,13001,IR1,Lvl,Inside,Gtl,NWAmes,PosN,1Fam,1Story,Hip,176.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2007,170000,2.5,2845.0,249,1,0,0,1
80,69.0,13607,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,SLvl,Gable,242.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2009,208000,3.5,2554.0,512,1,1,0,1
120,69.0,4435,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,Gable,170.0,Gd,PConc,Y,1,1,Gd,2.0,TA,Y,2009,140000,2.0,1696.0,140,1,0,0,1
120,44.0,3843,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,Hip,174.0,Ex,PConc,Y,2,1,Ex,2.0,TA,Y,2009,230000,3.5,3244.0,368,1,0,0,1
120,65.0,5950,IR1,HLS,Inside,Mod,StoneBr,Norm,TwnhsE,1Story,Gable,0.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2008,188500,3.0,2674.0,227,1,0,0,1
50,80.0,12400,Reg,HLS,Inside,Mod,Crawfor,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2006,194000,1.5,2618.0,113,1,1,0,1
20,75.0,10425,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2008,133000,2.0,2208.0,0,0,0,0,0
20,69.0,16269,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,Gable,76.0,TA,BrkTil,Y,3,1,TA,1.0,TA,Y,2009,140000,1.0,1814.0,72,1,0,0,0
60,68.0,8998,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,120.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2008,207500,2.5,2434.0,70,1,1,0,1
60,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,PosA,1Fam,2Story,Gable,256.0,TA,PConc,Y,5,1,Gd,2.0,TA,Y,2009,256900,2.5,3572.0,288,1,1,0,1
50,60.0,10134,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2007,109000,1.0,1769.0,39,1,1,0,1
20,78.0,11645,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,76.0,Gd,PConc,Y,3,1,Gd,3.0,TA,Y,2009,237000,2.0,2996.0,242,1,0,0,1
20,60.0,8250,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,Gd,2.0,TA,Y,2007,142100,2.0,2106.0,349,1,0,0,1
20,69.0,11027,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,28.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2006,149900,3.0,2471.0,280,1,0,0,1
20,95.0,12350,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,450.0,Ex,PConc,Y,3,1,Ex,3.0,TA,Y,2009,404000,3.0,4040.0,290,1,0,0,1
60,69.0,18275,IR1,HLS,Inside,Gtl,NAmes,Norm,1Fam,2Story,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,277500,4.0,3886.0,622,1,1,1,1
60,77.0,9206,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,336.0,Gd,CBlock,Y,3,1,Gd,2.0,TA,Y,2010,178000,2.5,2473.0,238,1,1,0,1
120,48.0,6240,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,Hip,176.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2009,254000,3.0,2648.0,230,1,0,0,1
20,63.0,7875,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,38.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2007,176000,2.0,2490.0,241,1,0,0,1
60,111.0,16259,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,Gable,370.0,TA,PConc,Y,4,1,Gd,3.0,TA,Y,2006,342643,3.5,3845.0,394,1,1,0,1
20,69.0,6173,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,75.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2007,125500,1.0,1778.0,0,0,0,0,1
20,75.0,12890,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,Gable,128.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2008,150000,2.0,2990.0,444,1,0,0,1
20,84.0,10440,Reg,Lvl,Corner,Gtl,Somerst,Norm,1Fam,1Story,Gable,0.0,Ex,PConc,Y,2,1,Ex,2.0,TA,Y,2007,261329,2.0,3158.0,256,1,0,0,1
20,63.0,7500,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,120.0,TA,PConc,Y,3,1,Gd,0.0,TA,Y,2008,141000,2.0,2160.0,0,0,0,0,1
20,75.0,9532,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2007,153000,2.0,2752.0,225,1,0,0,1
120,53.0,3922,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,72.0,Gd,PConc,Y,2,1,Gd,3.0,TA,Y,2007,172500,2.0,2516.0,160,1,0,0,1
70,60.0,8730,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,2Story,Gable,0.0,TA,BrkTil,Y,3,1,TA,1.0,TA,Y,2007,153575,1.0,2094.0,259,1,1,0,1
30,60.0,6060,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,Hip,0.0,Gd,BrkTil,Y,2,1,Gd,1.0,Po,N,2007,124900,1.0,1838.0,282,1,0,0,1
20,107.0,14450,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,315.0,Ex,PConc,Y,3,1,Ex,3.0,TA,Y,2007,415298,2.5,4242.0,364,1,0,0,1
50,60.0,5400,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,0.0,Fa,BrkTil,Y,3,1,TA,1.0,TA,Y,2009,119000,1.0,2452.0,176,1,0,0,1
20,85.0,10000,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Hip,410.0,Gd,PConc,Y,3,1,Gd,3.0,TA,Y,2007,227000,2.0,3176.0,189,1,0,0,1
20,72.0,10007,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,54.0,Gd,CBlock,Y,3,1,Gd,1.0,TA,Y,2008,145500,2.5,2106.0,0,0,0,0,0
30,52.0,7830,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,0.0,TA,BrkTil,Y,1,1,TA,1.0,TA,N,2006,61500,2.0,984.0,78,1,0,0,0
20,90.0,11727,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,434.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,192100,2.0,3702.0,146,1,0,0,1
190,60.0,10320,Reg,Bnk,Inside,Gtl,IDOTRR,Artery,2fmCon,2Story,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2009,116000,2.5,2101.0,288,1,1,0,1
80,65.0,10482,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Hip,63.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2007,145000,1.5,1726.0,224,1,0,0,1
20,110.0,15274,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,Hip,724.0,Gd,PConc,Y,3,1,Ex,3.0,TA,Y,2009,445000,4.0,4904.0,116,1,0,0,1
20,61.0,8800,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,Gd,2.0,TA,Y,2009,150500,2.0,2080.0,288,1,0,0,0
60,75.0,10000,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2010,175900,2.5,2418.0,241,1,1,0,1
20,78.0,10140,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,196.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2009,167900,3.0,2232.0,0,0,0,0,1
60,58.0,14054,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,4,1,Gd,3.0,TA,Y,2006,219210,2.5,2742.0,117,1,1,0,1
60,70.0,11218,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2010,189000,2.5,2900.0,739,1,1,0,1
20,74.0,8856,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,143.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2008,136500,2.0,2352.0,183,1,0,1,1
20,65.0,7800,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Hip,47.0,TA,CBlock,Y,3,1,Gd,1.0,TA,Y,2010,137900,2.0,1756.0,0,0,0,0,0
30,60.0,7200,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,0.0,TA,BrkTil,N,2,1,TA,1.0,TA,Y,2009,85000,2.0,2044.0,256,1,0,0,0
20,89.0,10680,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,44.0,TA,CBlock,N,4,1,TA,2.0,TA,Y,2006,137900,2.0,4272.0,30,1,0,0,1
60,59.0,9535,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2008,195500,2.5,2530.0,182,1,1,0,1
70,66.0,6858,Reg,Bnk,Corner,Gtl,SWISU,Norm,1Fam,2Story,Gable,0.0,TA,PConc,N,4,1,Fa,1.0,TA,Y,2010,128000,2.5,2453.0,202,1,1,0,0
20,75.0,8100,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,Gd,1.0,TA,Y,2008,135000,2.0,1728.0,132,1,0,0,0
20,69.0,9216,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,176.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2008,143195,1.5,2152.0,0,0,0,0,0
40,50.0,9100,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1Story,Gable,0.0,TA,BrkTil,Y,2,1,TA,1.0,TA,P,2008,79500,1.0,1677.0,0,0,0,0,0
60,67.0,12774,Reg,Lvl,FR2,Gtl,SawyerW,Norm,1Fam,2Story,Gable,95.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2008,192500,2.5,2498.0,236,1,1,0,1
50,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2009,129500,1.5,2096.0,12,1,1,0,1
60,69.0,10364,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,0.0,TA,PConc,Y,3,1,TA,2.0,TA,Y,2007,168000,2.5,2378.0,40,1,1,0,1
50,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,0.0,TA,CBlock,Y,2,2,TA,1.0,TA,Y,2008,105000,2.0,2081.0,0,0,1,0,1
20,69.0,10530,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2007,143250,2.5,1962.0,352,1,0,0,0
20,75.0,9525,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,0.0,TA,PConc,Y,3,1,Gd,1.0,TA,Y,2008,144000,1.5,2198.0,278,1,0,0,1
60,69.0,8880,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2010,205000,3.5,3058.0,130,1,1,1,1
85,82.0,8410,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SFoyer,Gable,0.0,TA,CBlock,Y,2,1,TA,2.0,TA,Y,2007,143000,2.0,1996.0,193,1,0,0,1
120,42.0,4385,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,Gable,0.0,Gd,PConc,Y,2,1,Ex,2.0,TA,Y,2008,290000,2.5,2838.0,213,1,0,0,1
20,100.0,12919,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,760.0,Ex,PConc,Y,2,1,Ex,3.0,TA,Y,2010,611657,3.5,4694.0,67,1,0,1,1
20,82.0,12464,IR2,Low,Corner,Mod,CollgCr,Norm,1Fam,1Story,Gable,0.0,TA,PConc,Y,3,1,Gd,2.0,TA,Y,2009,152000,2.0,2080.0,168,1,0,0,1
120,43.0,5005,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,Gable,0.0,Gd,PConc,Y,2,1,Gd,2.0,TA,Y,2010,191500,2.0,2560.0,226,1,0,0,1
60,76.0,9591,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,344.0,Gd,PConc,Y,4,1,Gd,3.0,TA,Y,2007,317000,2.5,3616.0,343,1,1,0,1
50,70.0,6960,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1.5Fin,Gable,0.0,TA,BrkTil,Y,2,1,Gd,1.0,TA,Y,2007,165250,1.5,1982.0,126,1,1,1,1
20,75.0,9825,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,3,1,TA,1.0,TA,Y,2008,123000,1.0,2184.0,420,1,0,0,1
20,88.0,14175,Reg,Lvl,Inside,Gtl,Sawyer,PosA,1Fam,1Story,Gable,0.0,TA,CBlock,Y,1,1,TA,2.0,TA,Y,2008,185000,2.0,2176.0,422,1,0,0,1
20,74.0,7400,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,1Story,Gable,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2006,120000,2.0,2090.0,0,0,0,0,1
20,88.0,10738,IR1,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2007,158500,3.0,2186.0,224,1,0,0,1
60,65.0,8366,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2008,173000,2.5,2438.0,183,1,1,0,1
70,60.0,7200,Reg,Lvl,Inside,Gtl,SWISU,Feedr,1Fam,2Story,Gable,0.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2009,155000,2.0,1695.0,256,1,1,0,1
30,60.0,10230,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,0.0,TA,BrkTil,Y,3,1,Ex,1.0,TA,N,2009,125000,1.0,2132.0,112,1,0,0,1
20,52.0,8626,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,1.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2007,104500,1.0,968.0,0,0,0,0,1
60,74.0,8834,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Hip,216.0,Gd,PConc,Y,4,1,Ex,3.0,TA,Y,2009,350000,3.5,3686.0,184,1,1,0,1
90,60.0,8544,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,Gable,0.0,TA,CBlock,N,2,2,TA,2.0,TA,Y,2006,93500,2.0,1040.0,0,0,0,0,1
60,68.0,9179,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,158.0,Gd,PConc,Y,3,1,Gd,2.0,TA,Y,2008,193000,3.5,2663.0,88,1,1,0,1
70,79.0,11526,IR1,Bnk,Inside,Mod,Crawfor,Norm,1Fam,2.5Fin,Gable,0.0,TA,BrkTil,Y,3,1,TA,2.0,TA,Y,2008,191000,2.0,3143.0,431,1,1,0,1
30,70.0,5684,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,0.0,TA,BrkTil,Y,2,1,Gd,1.0,Fa,N,2006,110000,1.0,1626.0,113,1,0,0,1
60,69.0,11885,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,108.0,Gd,PConc,Y,3,1,Ex,2.0,TA,Y,2009,261500,3.5,3171.0,282,1,1,0,1
20,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,0.0,TA,CBlock,Y,2,1,TA,1.0,TA,Y,2009,128900,1.0,2100.0,0,0,0,0,1
60,114.0,17242,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Hip,738.0,Gd,PConc,Y,4,1,Ex,3.0,TA,Y,2006,584500,4.5,5233.0,1166,1,1,0,1
20,75.0,10215,Reg,Bnk,Inside,Gtl,Edwards,Norm,1Fam,1Story,Hip,132.0,TA,PConc,Y,3,1,TA,1.0,TA,Y,2007,111000,1.0,1812.0,0,0,0,0,0
50,60.0,8550,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1.5Fin,Gable,0.0,TA,PConc,Y,4,1,TA,2.0,TA,Y,2007,90000,1.0,2066.0,0,0,1,0,1
60,69.0,18450,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,Flat,113.0,TA,CBlock,Y,3,1,TA,2.0,TA,Y,2007,129000,2.5,3401.0,265,1,1,0,1
20,69.0,14778,IR1,Low,CulDSac,Gtl,Crawfor,PosN,1Fam,1Story,Hip,72.0,Gd,CBlock,Y,3,1,Gd,2.0,TA,Y,2008,224000,2.0,2936.0,324,1,0,0,1
